KJ2,KJ3,KJ4,KJ5,KJ6,KJ7,KJ8,KJ9,KJ10,KJ11,KJ12,KG1,KG2,KK1,KK2,KD,KN,KBIG,KBOT,KIZP1,KIZP2,KIZP3,KIZP4,KIZP5,KIZP6,KIZP7,KIZP8,KIZP9,KIZP10,KIZP11,KIZP12,KIZD1,KIZD2,KIZD3,KIZD4,KIZD5,KIZD6,KIZD7,KIZD8,KIZD9,KIZD10,KIZD11,KIZD12,KS1,KS2,KS3,KS4,KD1,KD1,KZ
3.80E-09,5.50E-09,4.60E-09,6.53E-09,6.54E-09,6.58E-09,1.89E-10,1.52E-09,5.45E-10,5.61E-09,5.49E-09,5.02E-08,9.49E-06,9.18E-07,1.05E-07,1.00E-05,1.00E-05,6.22E-06,2.36E-06,2.38E-07,6.62E-07,5.51E-07,6.27E-07,3.36E-07,3.01E-07,9.22E-07,8.76E-07,2.94E-07,1.15E-07,1.09E-07,4.97E-07,5.82E-07,8.00E-07,2.59E-07,9.19E-07,9.24E-07,9.53E-07,4.18E-07,5.41E-07,2.41E-07,7.34E-07,4.57E-07,8.85E-07,4.39E-04,4.48E-04,1.34E-04,8.74E-08,2.02E-05,1.10E-04,1.00E-14
